"","BR-A-Control_counts.txt","BR-A-Mutant_counts.txt","BR-B-Control_counts.txt","BR-B-Mutant_counts.txt","BR-C-Control_counts.txt","BR-C-Mutant_counts.txt"
"ENSMUSG00000003037",362,404,285,470,399,386
"ENSMUSG00000003038",157,135,98,142,123,160
"ENSMUSG00000003039",867,975,823,1024,879,709
"ENSMUSG00000003051",0,0,0,0,0,1
"ENSMUSG00000003053",0,0,1,1,0,0
"ENSMUSG00000003062",314,332,262,393,325,349
"ENSMUSG00000003068",249,272,285,328,248,276
"ENSMUSG00000003070",171,171,183,236,188,224
"ENSMUSG00000003072",478,478,371,492,398,439
"ENSMUSG00000003099",273,251,187,336,243,294
"ENSMUSG00000003119",1338,1372,1345,1454,1510,1356
"ENSMUSG00000003123",117,103,87,125,90,110
"ENSMUSG00000003131",4191,4353,3802,4509,4419,4093
"ENSMUSG00000003134",114,107,104,94,123,104
"ENSMUSG00000003135",250,215,168,244,280,306
"ENSMUSG00000003153",413,511,337,387,337,429
"ENSMUSG00000003154",337,347,345,316,243,348
"ENSMUSG00000003161",175,193,135,197,137,190
"ENSMUSG00000003166",446,435,404,489,362,420
"ENSMUSG00000003178",635,603,603,592,530,546
"ENSMUSG00000003184",161,177,146,226,210,182
"ENSMUSG00000003190",6,6,3,9,10,9
"ENSMUSG00000003198",26,36,21,13,27,27
"ENSMUSG00000003199",338,438,288,445,351,348
"ENSMUSG00000003200",271,281,198,311,253,266
"ENSMUSG00000003206",6,13,9,14,4,11
"ENSMUSG00000003208",20,19,19,36,22,16
"ENSMUSG00000003226",2256,2334,2230,2335,2361,2267
"ENSMUSG00000003227",0,0,3,3,2,5
"ENSMUSG00000003228",184,139,171,168,154,161
"ENSMUSG00000003233",777,862,739,998,852,877
"ENSMUSG00000003234",384,443,347,491,403,435
"ENSMUSG00000003235",309,315,353,379,308,298
"ENSMUSG00000003269",524,550,446,556,515,534
"ENSMUSG00000003271",0,4,2,4,1,0
"ENSMUSG00000003273",111,141,127,162,115,167
"ENSMUSG00000003279",534,641,519,514,448,582
"ENSMUSG00000003282",210,219,217,307,273,192
"ENSMUSG00000003283",1,0,4,1,5,0
"ENSMUSG00000003299",113,125,100,144,131,123
"ENSMUSG00000003308",123,171,109,166,116,148
"ENSMUSG00000003309",0,0,4,3,0,0
"ENSMUSG00000003316",2116,2100,2144,2322,2043,2124
"ENSMUSG00000003341",22,27,33,36,31,30
"ENSMUSG00000003344",192,197,185,242,176,198
"ENSMUSG00000003345",268,313,265,334,280,309
"ENSMUSG00000003346",104,106,99,128,83,111
"ENSMUSG00000003348",48,43,33,58,33,56
"ENSMUSG00000003352",776,853,800,1063,873,853
"ENSMUSG00000003354",11,30,10,18,10,26
"ENSMUSG00000003355",1,3,1,1,3,4
"ENSMUSG00000003360",378,384,383,436,369,380
"ENSMUSG00000003363",398,410,350,472,370,444
"ENSMUSG00000003378",721,734,641,749,680,712
"ENSMUSG00000003379",0,0,0,1,1,1
"ENSMUSG00000003380",115,123,86,131,92,126
"ENSMUSG00000003382",314,316,258,347,356,281
"ENSMUSG00000003402",286,301,266,385,278,331
"ENSMUSG00000003410",2905,3074,2978,3318,3044,3054
"ENSMUSG00000003411",198,236,196,201,185,210
"ENSMUSG00000003418",50,68,71,29,35,42
"ENSMUSG00000003420",1,1,1,0,1,2
"ENSMUSG00000003421",137,148,137,188,137,146
"ENSMUSG00000003423",243,142,93,169,163,153
"ENSMUSG00000003429",46,51,32,59,52,47
"ENSMUSG00000003435",565,614,567,752,546,622
"ENSMUSG00000003436",62,42,45,59,46,35
"ENSMUSG00000003437",487,649,459,634,534,556
"ENSMUSG00000003438",171,120,105,162,129,153
"ENSMUSG00000003444",15,25,18,15,13,10
"ENSMUSG00000003452",2001,1825,1971,1783,1832,1845
"ENSMUSG00000003458",605,685,662,747,629,612
"ENSMUSG00000003464",602,639,492,655,540,623
"ENSMUSG00000003469",30,29,16,18,21,15
"ENSMUSG00000003476",1,4,3,0,0,0
"ENSMUSG00000003477",0,0,0,0,0,0
"ENSMUSG00000003484",1,1,5,4,3,1
"ENSMUSG00000003500",155,154,153,203,153,160
"ENSMUSG00000003505",0,0,0,0,0,0
"ENSMUSG00000003518",70,99,72,80,58,92
"ENSMUSG00000003526",26,23,18,31,27,29
"ENSMUSG00000003527",258,260,192,295,238,239
"ENSMUSG00000003528",355,350,273,444,350,350
"ENSMUSG00000003531",166,179,144,187,166,172
"ENSMUSG00000003534",241,257,222,383,288,268
"ENSMUSG00000003541",16,12,20,21,22,14
"ENSMUSG00000003545",92,54,66,41,54,72
"ENSMUSG00000003546",151,195,163,201,161,173
"ENSMUSG00000003549",85,104,94,115,79,111
"ENSMUSG00000003555",0,4,0,2,3,0
"ENSMUSG00000003559",126,141,128,149,141,138
"ENSMUSG00000003573",56,58,48,83,58,58
"ENSMUSG00000003575",868,940,818,925,830,889
"ENSMUSG00000003581",141,156,119,165,160,169
"ENSMUSG00000003585",19,36,23,21,15,11
"ENSMUSG00000003604",56,35,64,62,37,58
"ENSMUSG00000003617",23,13,21,31,26,13
"ENSMUSG00000003623",204,181,182,205,201,202
"ENSMUSG00000003644",82,73,65,94,75,92
"ENSMUSG00000003657",5,10,5,4,1,10
"ENSMUSG00000003660",1831,2027,1934,2081,1809,1850
"ENSMUSG00000003662",379,418,363,392,394,414
"ENSMUSG00000003665",33,23,31,39,29,28
"ENSMUSG00000003680",70,115,62,77,62,63
"ENSMUSG00000003721",529,579,491,622,573,520
"ENSMUSG00000003731",831,916,851,1012,841,883
"ENSMUSG00000003746",74,107,131,61,90,59
"ENSMUSG00000003752",103,118,92,113,111,114
"ENSMUSG00000003762",70,94,63,113,88,86
"ENSMUSG00000003778",1647,1937,1669,1905,1591,1729
"ENSMUSG00000003779",34,33,24,22,30,26
"ENSMUSG00000003808",340,339,193,404,337,306
"ENSMUSG00000003809",179,178,191,211,187,157
"ENSMUSG00000003810",1504,1524,1405,1723,1336,1732
"ENSMUSG00000003812",52,34,63,63,42,44
"ENSMUSG00000003813",188,235,188,206,252,207
"ENSMUSG00000003814",1205,1175,1031,1266,1254,1210
"ENSMUSG00000003824",34,39,27,30,28,26
"ENSMUSG00000003847",3181,3168,3376,3360,3535,3122
"ENSMUSG00000003848",206,244,190,224,195,203
"ENSMUSG00000003849",2,5,0,2,3,2
"ENSMUSG00000003863",342,347,279,394,299,323
"ENSMUSG00000003865",135,129,130,140,133,141
"ENSMUSG00000003868",350,386,388,439,376,369
"ENSMUSG00000003872",47,63,49,56,55,64
"ENSMUSG00000003873",211,210,147,249,171,205
"ENSMUSG00000003882",0,0,3,0,0,0
"ENSMUSG00000003923",349,392,332,409,350,357
"ENSMUSG00000003929",1441,1292,1254,1381,1366,1231
"ENSMUSG00000003934",497,578,393,608,435,507
"ENSMUSG00000003948",1024,1069,943,1033,1058,963
"ENSMUSG00000003949",302,134,337,209,299,201
"ENSMUSG00000003955",85,91,73,94,73,72
"ENSMUSG00000003970",600,593,457,654,533,613
"ENSMUSG00000003974",138,206,163,162,127,152
"ENSMUSG00000003992",465,533,440,443,374,525
"ENSMUSG00000004018",41,51,38,50,38,53
"ENSMUSG00000004031",202,193,159,174,129,218
"ENSMUSG00000004032",188,202,165,210,185,194
"ENSMUSG00000004035",449,447,440,599,481,527
"ENSMUSG00000004038",0,0,1,0,0,0
"ENSMUSG00000004040",423,423,454,433,477,406
"ENSMUSG00000004043",7,9,15,8,6,4
"ENSMUSG00000004044",2,2,1,4,0,11
"ENSMUSG00000004054",71,91,61,103,105,81
"ENSMUSG00000004056",60,59,45,74,50,63
"ENSMUSG00000004069",198,193,199,244,224,188
"ENSMUSG00000004070",166,171,160,186,185,132
"ENSMUSG00000004071",552,510,424,569,542,525
"ENSMUSG00000004085",267,276,254,246,212,214
"ENSMUSG00000004096",295,389,310,385,318,306
"ENSMUSG00000004098",0,0,0,0,0,0
"ENSMUSG00000004099",1099,1195,1091,1224,1003,1090
"ENSMUSG00000004100",102,114,110,117,132,101
"ENSMUSG00000004105",122,116,113,133,90,144
"ENSMUSG00000004110",1176,1187,1339,757,879,1109
"ENSMUSG00000004113",2174,2395,2163,2312,2068,2392
"ENSMUSG00000004127",133,151,124,146,168,123
"ENSMUSG00000004151",53,28,43,38,39,36
"ENSMUSG00000004187",245,305,276,284,227,245
"ENSMUSG00000004207",472,476,521,521,417,455
"ENSMUSG00000004221",363,355,398,377,385,314
"ENSMUSG00000004231",1850,2197,1754,2616,2460,2183
"ENSMUSG00000004233",139,108,136,132,118,86
"ENSMUSG00000004263",1132,1144,1140,1345,1125,1192
"ENSMUSG00000004264",390,429,438,496,442,445
"ENSMUSG00000004266",4,4,0,5,5,6
"ENSMUSG00000004267",538,676,550,696,531,678
"ENSMUSG00000004268",260,280,235,280,253,277
"ENSMUSG00000004270",159,201,181,197,217,192
"ENSMUSG00000004285",50,53,44,55,45,59
"ENSMUSG00000004296",0,0,0,0,0,0
"ENSMUSG00000004317",1367,1206,1231,1312,1222,1254
"ENSMUSG00000004319",1824,2056,1813,1955,1930,1774
"ENSMUSG00000004328",27,24,22,11,24,18
"ENSMUSG00000004341",0,0,1,0,0,0
"ENSMUSG00000004344",0,0,0,0,0,0
"ENSMUSG00000004347",493,467,494,460,437,349
"ENSMUSG00000004356",321,331,326,299,289,313
"ENSMUSG00000004359",0,0,1,0,0,0
"ENSMUSG00000004360",2305,2237,2185,2329,1862,2231
"ENSMUSG00000004364",2160,2192,2133,2086,2167,1999
"ENSMUSG00000004366",174,291,222,390,333,305
"ENSMUSG00000004371",0,2,1,0,0,0
"ENSMUSG00000004383",1137,1215,1312,1163,1084,1264
"ENSMUSG00000004393",155,143,132,177,142,159
"ENSMUSG00000004394",483,540,508,592,498,531
"ENSMUSG00000004415",116,85,72,140,97,81
"ENSMUSG00000004446",161,170,143,163,132,150
"ENSMUSG00000004451",153,222,201,203,172,214
"ENSMUSG00000004455",160,169,114,174,136,139
"ENSMUSG00000004460",692,771,673,772,644,735
"ENSMUSG00000004462",130,129,134,130,109,127
"ENSMUSG00000004473",40,34,35,42,23,42
"ENSMUSG00000004500",204,193,154,171,176,179
"ENSMUSG00000004508",1135,1499,1281,1333,1079,1252
"ENSMUSG00000004530",973,949,738,1047,887,923
"ENSMUSG00000004535",1599,1743,1637,1739,1637,1566
"ENSMUSG00000004540",1,0,0,1,2,0
"ENSMUSG00000004542",0,1,0,0,0,0
"ENSMUSG00000004552",1,1,0,0,0,1
"ENSMUSG00000004558",121,150,173,123,99,155
"ENSMUSG00000004561",261,268,236,297,242,291
"ENSMUSG00000004562",208,185,208,230,197,211
"ENSMUSG00000004565",242,278,282,281,222,273
"ENSMUSG00000004567",470,529,395,558,463,471
"ENSMUSG00000004568",283,302,302,355,288,287
"ENSMUSG00000004591",626,646,626,635,645,625
"ENSMUSG00000004609",0,3,5,0,0,1
"ENSMUSG00000004610",134,151,103,128,114,173
"ENSMUSG00000004612",0,0,0,0,0,0
"ENSMUSG00000004613",0,0,0,0,0,0
"ENSMUSG00000004626",174,288,202,266,231,192
"ENSMUSG00000004630",3,7,3,5,6,5
"ENSMUSG00000004631",263,337,321,305,277,305
"ENSMUSG00000004633",300,332,317,304,298,309
"ENSMUSG00000004637",183,207,157,155,165,168
"ENSMUSG00000004642",149,151,115,160,173,173
"ENSMUSG00000004651",0,3,2,0,0,0
"ENSMUSG00000004654",0,1,0,0,0,0
"ENSMUSG00000004655",0,3,3,2,0,0
"ENSMUSG00000004661",273,256,251,323,227,235
"ENSMUSG00000004665",5,13,8,7,3,6
"ENSMUSG00000004667",173,156,130,189,167,154
"ENSMUSG00000004668",0,1,1,0,0,2
"ENSMUSG00000004677",711,749,713,753,683,798
"ENSMUSG00000004698",237,177,179,229,151,172
"ENSMUSG00000004707",0,0,2,0,0,0
"ENSMUSG00000004709",0,0,1,0,0,0
"ENSMUSG00000004730",1,2,1,0,1,0
"ENSMUSG00000004748",10,7,5,11,1,15
"ENSMUSG00000004768",441,501,411,528,455,413
"ENSMUSG00000004771",929,931,859,906,903,840
"ENSMUSG00000004788",182,233,150,257,233,183
"ENSMUSG00000004789",708,765,638,816,738,771
"ENSMUSG00000004791",16,8,6,6,6,15
"ENSMUSG00000004798",1206,1278,1207,1336,1171,1246
"ENSMUSG00000004814",2,3,0,0,3,1
"ENSMUSG00000004815",385,420,396,403,434,409
"ENSMUSG00000004821",0,0,0,0,0,0
"ENSMUSG00000004837",0,1,1,1,0,1
"ENSMUSG00000004842",0,3,2,4,7,1
"ENSMUSG00000004843",119,133,128,83,73,103
"ENSMUSG00000004846",286,359,289,370,304,341
"ENSMUSG00000004849",202,214,89,228,130,178
"ENSMUSG00000004864",1,1,0,1,0,1
"ENSMUSG00000004865",1952,2149,1770,2365,2112,2049
"ENSMUSG00000004872",53,68,64,43,42,70
"ENSMUSG00000004880",268,280,238,280,229,224
"ENSMUSG00000004885",307,276,305,409,352,329
"ENSMUSG00000004891",363,286,367,324,316,337
"ENSMUSG00000004892",23,14,8,9,5,13
"ENSMUSG00000004894",2,1,1,0,1,4
"ENSMUSG00000004895",189,246,188,238,203,208
"ENSMUSG00000004896",251,244,224,302,249,261
"ENSMUSG00000004897",500,554,495,549,513,494
"ENSMUSG00000004902",13,11,9,4,23,9
"ENSMUSG00000004929",83,75,78,73,78,94
"ENSMUSG00000004931",28,22,28,25,24,37
"ENSMUSG00000004933",45,41,44,44,40,48
"ENSMUSG00000004934",231,201,147,254,180,224
"ENSMUSG00000004936",148,172,161,171,148,160
"ENSMUSG00000004937",464,460,428,544,388,500
"ENSMUSG00000004939",3,1,2,0,0,4
"ENSMUSG00000004945",127,126,70,128,87,96
"ENSMUSG00000004947",152,158,145,179,129,169
"ENSMUSG00000004948",0,0,0,0,0,1
"ENSMUSG00000004951",0,0,0,0,0,2
"ENSMUSG00000004952",49,49,40,76,43,43
"ENSMUSG00000004961",188,245,220,237,189,217
"ENSMUSG00000004980",2792,2966,2772,2764,2846,2749
"ENSMUSG00000004988",20,18,14,19,15,9
"ENSMUSG00000004994",73,73,75,86,71,74
"ENSMUSG00000004996",96,126,86,136,101,87
"ENSMUSG00000005034",2076,2314,2086,2242,2189,2142
"ENSMUSG00000005043",20,26,12,14,11,18
"ENSMUSG00000005045",598,725,577,632,385,699
"ENSMUSG00000005054",81,81,57,79,69,87
"ENSMUSG00000005057",199,199,172,205,190,190
"ENSMUSG00000005069",237,287,302,349,292,250
"ENSMUSG00000005078",385,410,336,441,372,342
"ENSMUSG00000005087",1,5,6,2,8,6
"ENSMUSG00000005089",3648,4266,4026,4365,3601,3784
"ENSMUSG00000005102",275,272,245,308,259,283
"ENSMUSG00000005103",372,409,357,370,332,356
"ENSMUSG00000005107",1,10,6,4,4,7
"ENSMUSG00000005124",1,0,3,3,1,0
"ENSMUSG00000005125",22,19,39,13,20,12
"ENSMUSG00000005131",4,0,5,3,2,2
"ENSMUSG00000005142",107,98,107,110,108,137
"ENSMUSG00000005148",16,19,17,24,15,16
"ENSMUSG00000005150",184,182,148,184,173,172
"ENSMUSG00000005161",1082,1190,1066,1227,1130,1049
"ENSMUSG00000005198",1721,1778,1752,2112,2053,1834
"ENSMUSG00000005202",1,0,0,2,0,1
"ENSMUSG00000005204",386,390,343,441,345,375
"ENSMUSG00000005220",5,0,3,2,0,1
"ENSMUSG00000005225",474,406,412,523,381,479
"ENSMUSG00000005232",4,4,8,1,1,2
"ENSMUSG00000005233",11,13,11,22,18,19
"ENSMUSG00000005237",51,39,47,32,29,34
"ENSMUSG00000005251",9,20,8,5,12,14
"ENSMUSG00000005262",567,696,593,690,622,607
"ENSMUSG00000005267",371,432,429,412,396,408
"ENSMUSG00000005268",13,15,34,23,33,18
"ENSMUSG00000005299",428,544,489,489,409,459
"ENSMUSG00000005312",1315,1275,1040,1480,1167,1216
"ENSMUSG00000005320",5,7,3,3,6,5
"ENSMUSG00000005338",2656,2730,2540,2690,2549,2505
"ENSMUSG00000005339",0,0,0,0,0,0
"ENSMUSG00000005354",360,317,200,359,288,324
"ENSMUSG00000005355",0,1,0,0,0,0
"ENSMUSG00000005357",43,41,33,41,28,47
"ENSMUSG00000005360",124,50,102,14,37,53
"ENSMUSG00000005362",340,376,375,379,395,323
"ENSMUSG00000005364",4,6,5,6,5,4
"ENSMUSG00000005370",361,447,427,431,411,422
"ENSMUSG00000005371",2037,2127,1969,2062,2003,1877
"ENSMUSG00000005373",6,4,3,2,6,5
"ENSMUSG00000005374",272,317,276,363,290,272
"ENSMUSG00000005378",153,179,119,169,150,134
"ENSMUSG00000005397",56,80,73,32,48,97
"ENSMUSG00000005410",37,51,32,60,40,67
"ENSMUSG00000005413",21,20,19,21,29,14
"ENSMUSG00000005417",1536,1669,1628,1724,1445,1610
"ENSMUSG00000005442",1128,1058,964,1278,1126,1121
"ENSMUSG00000005447",518,584,432,612,517,520
"ENSMUSG00000005465",1,0,0,1,2,1
"ENSMUSG00000005469",454,513,545,606,462,516
"ENSMUSG00000005470",8,3,3,6,7,2
"ENSMUSG00000005474",0,0,0,0,0,0
"ENSMUSG00000005481",254,314,217,270,256,220
"ENSMUSG00000005483",570,555,486,595,548,470
"ENSMUSG00000005493",4,5,7,8,9,8
"ENSMUSG00000005501",417,471,430,418,413,481
"ENSMUSG00000005503",75,87,91,69,84,69
"ENSMUSG00000005505",379,411,368,461,421,412
"ENSMUSG00000005506",1779,1956,1598,1971,1786,1736
"ENSMUSG00000005510",84,73,50,79,92,72
"ENSMUSG00000005514",286,295,276,338,306,300
"ENSMUSG00000005533",981,1030,1132,1193,907,1025
"ENSMUSG00000005534",2418,2698,2320,2698,2344,2402
"ENSMUSG00000005540",13,11,18,16,14,20
"ENSMUSG00000005547",0,0,0,0,0,1
"ENSMUSG00000005553",10,7,3,6,7,7
"ENSMUSG00000005566",1140,1164,1036,1377,1238,1226
"ENSMUSG00000005575",134,162,115,172,112,136
"ENSMUSG00000005580",167,159,152,166,126,193
"ENSMUSG00000005583",202,203,232,169,152,213
"ENSMUSG00000005609",1010,984,906,1124,985,956
"ENSMUSG00000005610",7526,7437,7314,7543,7724,7539
"ENSMUSG00000005611",2,5,2,2,4,0
"ENSMUSG00000005615",720,874,721,802,668,751
"ENSMUSG00000005621",633,651,638,719,664,628
"ENSMUSG00000005625",366,404,320,471,292,343
"ENSMUSG00000005628",5,15,11,6,19,16
"ENSMUSG00000005640",4,0,0,2,4,1
"ENSMUSG00000005649",2,1,11,3,4,2
"ENSMUSG00000005656",354,407,317,428,407,411
"ENSMUSG00000005667",89,106,88,98,78,75
"ENSMUSG00000005672",366,384,369,336,302,400
"ENSMUSG00000005674",10,7,6,8,7,10
"ENSMUSG00000005677",6,4,4,9,5,15
"ENSMUSG00000005681",1,3,0,0,0,1
"ENSMUSG00000005682",386,471,486,534,440,483
"ENSMUSG00000005683",1490,1586,1499,1722,1507,1542
"ENSMUSG00000005686",49,42,40,37,64,54
"ENSMUSG00000005687",781,911,789,866,764,804
"ENSMUSG00000005696",1,0,3,6,4,1
"ENSMUSG00000005698",1326,1314,1208,1358,1301,1229
"ENSMUSG00000005699",82,73,38,76,57,64
"ENSMUSG00000005705",3,7,7,3,7,4
"ENSMUSG00000005716",0,0,0,0,0,0
"ENSMUSG00000005718",43,45,31,60,47,39
"ENSMUSG00000005732",270,297,245,362,260,308
"ENSMUSG00000005763",15,13,17,12,12,23
"ENSMUSG00000005774",92,97,108,92,100,103
"ENSMUSG00000005779",555,604,485,656,518,596
"ENSMUSG00000005800",0,0,0,0,0,0
"ENSMUSG00000005802",268,309,326,233,286,293
"ENSMUSG00000005803",4,1,0,0,0,1
"ENSMUSG00000005804",453,509,370,689,471,412
"ENSMUSG00000005813",566,668,551,703,595,606
"ENSMUSG00000005823",99,118,86,150,120,110
"ENSMUSG00000005824",0,0,0,0,0,0
"ENSMUSG00000005836",0,0,0,0,0,0
"ENSMUSG00000005846",1146,1117,1018,1157,1159,1057
"ENSMUSG00000005864",0,1,3,0,0,0
"ENSMUSG00000005871",9290,9643,10078,9595,8650,9424
"ENSMUSG00000005873",1536,1694,1700,1594,1599,1614
"ENSMUSG00000005881",450,485,447,478,444,475
"ENSMUSG00000005882",212,231,188,263,230,257
"ENSMUSG00000005883",0,0,0,0,0,0
"ENSMUSG00000005886",1884,1916,2055,1906,1833,1870
"ENSMUSG00000005891",0,0,0,0,0,0
"ENSMUSG00000005892",0,3,3,1,2,1
"ENSMUSG00000005893",1011,994,1049,1031,942,999
"ENSMUSG00000005897",328,298,321,367,347,376
"ENSMUSG00000005899",429,481,452,475,429,479
"ENSMUSG00000005907",377,374,339,384,325,339
"ENSMUSG00000005917",1,0,0,0,0,1
"ENSMUSG00000005936",450,450,434,514,388,430
"ENSMUSG00000005947",8,2,2,1,2,4
"ENSMUSG00000005949",169,140,132,193,168,157
"ENSMUSG00000005950",8,5,10,12,6,8
"ENSMUSG00000005951",7,3,8,10,8,14
"ENSMUSG00000005952",1,1,2,1,0,0
"ENSMUSG00000005958",120,126,137,180,137,152
"ENSMUSG00000005968",25,7,9,12,11,17
"ENSMUSG00000005973",186,176,173,113,95,145
"ENSMUSG00000005980",125,103,105,110,110,101
"ENSMUSG00000005981",283,249,232,300,216,255
"ENSMUSG00000005982",207,205,181,237,216,198
"ENSMUSG00000005983",26,32,26,34,29,30
"ENSMUSG00000005986",150,144,129,161,171,165
"ENSMUSG00000005994",0,1,0,0,2,1
"ENSMUSG00000006005",3195,3529,3305,3468,2986,3466
"ENSMUSG00000006007",0,0,0,0,0,0
"ENSMUSG00000006010",318,377,330,358,307,381
"ENSMUSG00000006014",24,25,17,10,16,15
"ENSMUSG00000006019",99,69,77,112,102,115
"ENSMUSG00000006021",77,95,98,101,95,79
"ENSMUSG00000006024",395,412,354,427,395,416
"ENSMUSG00000006050",232,250,252,268,252,226
"ENSMUSG00000006056",0,0,0,0,0,0
"ENSMUSG00000006057",341,287,258,265,279,338
"ENSMUSG00000006058",65,93,66,88,63,77
"ENSMUSG00000006095",498,541,422,577,449,516
"ENSMUSG00000006127",347,369,323,345,292,328
"ENSMUSG00000006134",1132,1156,937,1263,1082,1062
"ENSMUSG00000006143",0,0,0,0,0,0
"ENSMUSG00000006154",107,85,84,71,70,77
"ENSMUSG00000006169",866,984,929,943,883,908
"ENSMUSG00000006179",1,0,0,0,0,0
"ENSMUSG00000006191",163,169,169,193,138,210
"ENSMUSG00000006200",0,0,0,0,0,0
"ENSMUSG00000006204",0,0,0,2,0,0
"ENSMUSG00000006205",0,3,1,0,1,3
"ENSMUSG00000006215",157,133,143,188,132,149
"ENSMUSG00000006216",1,0,1,1,0,1
"ENSMUSG00000006218",12,24,17,24,17,37
"ENSMUSG00000006219",432,560,384,457,462,520
"ENSMUSG00000006221",0,0,1,0,0,0
"ENSMUSG00000006235",5,6,10,11,5,6
"ENSMUSG00000006241",36,49,51,56,43,47
"ENSMUSG00000006262",1503,1368,1196,1414,1548,1170
"ENSMUSG00000006269",0,1,3,3,0,3
"ENSMUSG00000006270",1,0,1,0,0,0
"ENSMUSG00000006273",1630,1786,1539,1799,1619,1581
"ENSMUSG00000006276",985,1080,1005,1175,985,1067
"ENSMUSG00000006281",77,64,82,78,68,68
"ENSMUSG00000006288",157,192,111,172,148,163
"ENSMUSG00000006289",123,149,133,156,107,147
"ENSMUSG00000006299",246,238,170,294,218,219
"ENSMUSG00000006301",145,181,145,155,162,184
"ENSMUSG00000006304",761,834,746,806,795,784
"ENSMUSG00000006307",877,914,717,1064,907,887
"ENSMUSG00000006310",4,0,5,2,3,3
"ENSMUSG00000006311",0,0,0,0,0,1
"ENSMUSG00000006313",5,9,8,7,5,7
"ENSMUSG00000006315",144,145,107,169,110,138
"ENSMUSG00000006333",277,311,297,358,302,311
"ENSMUSG00000006335",98,103,77,135,128,92
"ENSMUSG00000006342",56,41,42,40,41,49
"ENSMUSG00000006344",0,2,4,0,0,0
"ENSMUSG00000006345",6,7,3,3,4,1
"ENSMUSG00000006356",156,176,121,161,141,174
"ENSMUSG00000006360",3,1,1,0,2,0
"ENSMUSG00000006362",658,634,485,620,531,634
"ENSMUSG00000006369",23,21,19,11,13,12
"ENSMUSG00000006373",695,839,671,780,782,711
"ENSMUSG00000006378",4,12,6,2,4,7
"ENSMUSG00000006386",18,14,5,5,9,13
"ENSMUSG00000006389",0,0,1,1,1,0
"ENSMUSG00000006390",45,37,43,60,38,44
"ENSMUSG00000006392",233,279,263,367,309,270
"ENSMUSG00000006395",89,85,75,94,67,70
"ENSMUSG00000006398",11,6,4,10,8,8
"ENSMUSG00000006403",6,1,4,3,6,2
"ENSMUSG00000006411",41,34,35,30,31,27
"ENSMUSG00000006412",346,413,303,431,343,357
"ENSMUSG00000006418",875,988,898,1037,927,865
"ENSMUSG00000006423",87,102,81,89,89,89
"ENSMUSG00000006435",61,49,50,52,41,53
"ENSMUSG00000006442",162,157,175,195,130,158
"ENSMUSG00000006445",1,1,1,2,1,2
"ENSMUSG00000006456",902,870,725,965,828,870
"ENSMUSG00000006457",4,8,14,6,9,16
"ENSMUSG00000006462",1,0,1,1,0,0
"ENSMUSG00000006463",371,372,359,358,337,340
"ENSMUSG00000006464",530,525,451,543,505,519
"ENSMUSG00000006469",1,0,1,0,0,0
"ENSMUSG00000006471",327,374,356,395,337,311
"ENSMUSG00000006476",417,413,363,451,355,416
"ENSMUSG00000006488",0,0,2,0,0,0
"ENSMUSG00000006490",0,0,0,0,1,0
"ENSMUSG00000006494",127,206,151,129,93,146
"ENSMUSG00000006498",222,173,137,214,190,194
"ENSMUSG00000006517",139,154,125,163,151,159
"ENSMUSG00000006519",0,1,1,1,0,0
"ENSMUSG00000006522",0,1,0,0,1,0
"ENSMUSG00000006526",112,116,84,112,108,125
"ENSMUSG00000006527",539,525,453,557,486,513
"ENSMUSG00000006529",0,0,0,0,0,0
"ENSMUSG00000006538",1,0,1,1,0,0
"ENSMUSG00000006542",0,0,0,0,0,0
"ENSMUSG00000006546",0,1,3,4,0,0
"ENSMUSG00000006567",73,96,88,75,66,67
"ENSMUSG00000006570",0,0,0,0,0,0
"ENSMUSG00000006574",2,8,13,2,2,3
"ENSMUSG00000006575",594,632,522,788,601,573
"ENSMUSG00000006576",276,285,257,359,238,302
"ENSMUSG00000006585",10,16,13,18,16,15
"ENSMUSG00000006586",6649,6841,6455,7097,6544,6773
"ENSMUSG00000006587",0,0,0,0,0,0
"ENSMUSG00000006589",103,109,108,147,94,138
"ENSMUSG00000006599",293,315,247,312,322,243
"ENSMUSG00000006611",1,4,1,2,1,9
"ENSMUSG00000006638",0,1,1,0,0,0
"ENSMUSG00000006641",59,101,85,89,93,89
"ENSMUSG00000006642",0,0,3,0,0,0
"ENSMUSG00000006649",1,2,1,1,7,2
"ENSMUSG00000006651",1254,1392,1273,1419,1313,1298
"ENSMUSG00000006673",1454,1422,1279,1700,1513,1522
"ENSMUSG00000006675",63,66,46,73,70,63
"ENSMUSG00000006676",815,775,662,912,738,774
"ENSMUSG00000006678",137,146,131,105,134,145
"ENSMUSG00000006699",1541,1645,1475,1607,1480,1449
"ENSMUSG00000006705",603,723,619,796,653,701
"ENSMUSG00000006711",37,33,43,32,36,44
"ENSMUSG00000006715",11,16,4,7,7,16
"ENSMUSG00000006717",27,40,36,39,41,28
"ENSMUSG00000006720",313,345,321,357,359,367
"ENSMUSG00000006724",0,8,5,3,7,5
"ENSMUSG00000006728",988,1100,964,1201,1159,1017
"ENSMUSG00000006731",332,400,305,388,305,376
"ENSMUSG00000006732",42,35,19,39,31,49
"ENSMUSG00000006736",169,140,128,207,157,181
"ENSMUSG00000006740",1317,1334,1293,1234,1358,1223
"ENSMUSG00000006763",168,208,224,247,260,207
"ENSMUSG00000006764",1,2,2,3,1,2
"ENSMUSG00000006777",0,0,0,0,0,0
